timestamp,zone_00,zone_01,zone_02,zone_03,zone_04,zone_05,zone_06,zone_07,zone_08,zone_09,zone_10,zone_11,zone_12,zone_13,zone_14,zone_15,zone_16,zone_17,zone_18,zone_19,zone_20,zone_21,zone_22,zone_23,zone_24,zone_25,zone_26,zone_27,zone_28,zone_29,zone_30,zone_31,zone_32,zone_33,zone_34,zone_35,zone_36,zone_37,zone_38,zone_39,zone_40,zone_41,zone_42,zone_43,zone_44,zone_45,zone_46,zone_47,zone_48,zone_49,zone_50,zone_51,zone_52,zone_53,zone_54,zone_55,zone_56,zone_57,zone_58,zone_59,zone_60,zone_61,zone_62,zone_63
2026-05-29T14:45:33.738,36,41,45,45,47,46,48,47,45,49,56,60,56,58,55,57,0,54,56,58,57,56,57,60,795,56,53,57,60,62,57,60,734,54,53,55,58,57,59,60,919,58,60,61,58,62,59,60,929,55,56,58,61,62,58,59,0,53,49,59,58,57,57,56
2026-05-29T14:45:33.835,36,40,45,46,49,45,48,46,45,52,56,58,58,59,57,58,0,55,56,59,58,58,59,60,0,57,54,57,58,60,55,59,883,56,51,58,61,58,60,59,918,57,59,60,59,63,58,58,920,57,55,60,60,60,58,57,0,52,52,59,60,58,58,59
2026-05-29T14:45:33.934,37,40,46,44,50,47,48,47,46,50,57,58,57,59,54,57,0,55,56,59,56,57,58,58,0,57,52,56,58,61,56,58,926,55,51,56,59,57,61,60,898,56,57,59,58,63,59,59,929,56,57,58,58,59,60,58,0,55,50,58,57,57,59,57
2026-05-29T14:45:34.055,36,42,46,45,47,46,49,48,46,51,55,56,54,59,57,58,0,54,55,58,57,55,57,60,0,55,55,57,58,62,55,60,978,54,53,57,62,58,60,58,946,58,56,59,59,61,59,58,923,55,56,59,61,58,61,60,0,54,52,57,59,59,58,58
2026-05-29T14:45:34.134,38,40,45,45,48,47,49,46,46,50,56,57,57,59,58,58,0,55,56,60,58,57,57,58,0,56,54,56,57,60,56,58,0,56,52,57,63,57,59,59,917,59,61,60,59,65,60,60,979,57,56,59,61,60,60,60,0,55,50,60,59,58,60,58
2026-05-29T14:45:34.229,36,40,44,46,49,45,47,48,45,49,54,57,56,60,56,58,0,56,56,60,57,56,56,58,0,56,55,58,58,62,55,60,898,55,52,57,59,56,61,59,895,58,58,60,58,62,58,59,930,55,56,61,61,59,59,58,0,53,51,57,58,59,57,57
2026-05-29T14:45:34.328,38,41,45,45,48,47,48,47,44,50,56,56,58,61,58,57,0,55,56,57,56,56,59,60,0,57,54,55,59,62,56,59,0,56,52,56,61,56,59,59,913,55,60,60,58,65,57,59,920,55,55,58,62,61,58,59,0,55,50,62,56,57,59,56
2026-05-29T14:45:34.430,38,40,45,45,49,46,46,47,46,51,55,58,58,59,58,57,0,54,56,57,55,56,57,59,748,58,53,57,58,61,57,59,919,57,53,57,60,57,58,58,927,57,59,60,59,64,59,57,942,56,56,59,59,59,58,60,0,53,52,58,59,59,55,57
2026-05-29T14:45:34.531,36,40,47,45,48,46,47,47,46,51,56,59,56,61,57,57,0,56,59,57,57,56,58,60,0,56,54,58,57,61,56,58,685,54,53,58,59,58,60,58,903,56,59,59,57,62,61,59,904,56,57,58,62,60,58,59,0,53,52,59,58,59,57,57
2026-05-29T14:45:34.622,37,39,44,46,48,45,48,47,45,51,55,57,57,59,57,56,0,55,55,57,57,56,57,61,899,57,56,58,61,59,56,59,939,56,52,57,61,58,59,59,908,56,59,59,58,62,59,60,898,54,56,60,62,59,60,57,0,53,50,60,59,58,57,57
2026-05-29T14:45:34.721,39,40,44,45,47,45,49,46,45,49,56,58,57,59,56,58,0,57,57,58,56,55,58,61,864,57,54,58,59,60,57,59,0,57,52,57,60,57,60,60,912,57,59,59,60,63,60,62,900,55,55,60,61,60,59,57,0,52,52,60,58,59,60,56
2026-05-29T14:45:34.819,35,39,45,45,48,48,48,47,45,50,56,56,56,59,57,58,0,55,57,58,58,56,58,59,0,56,54,56,59,61,58,58,958,54,53,54,60,58,59,60,957,55,57,58,58,64,59,59,895,57,55,62,62,62,58,59,0,54,52,60,57,57,57,57
2026-05-29T14:45:34.933,36,40,46,47,49,47,49,46,46,50,55,60,57,61,56,56,0,55,56,58,55,56,57,59,0,57,55,57,59,61,54,59,880,55,52,55,62,57,60,58,909,57,59,58,59,64,58,57,927,57,54,59,60,60,59,58,0,53,52,57,59,58,59,58
2026-05-29T14:45:35.016,37,39,45,45,48,46,47,47,45,51,56,57,57,57,59,58,0,57,55,60,56,56,59,58,0,56,55,57,57,60,57,60,841,56,53,57,60,58,60,59,929,56,57,59,58,63,61,60,919,56,56,61,61,62,59,57,0,53,50,60,57,59,57,57
2026-05-29T14:45:35.114,36,39,45,45,49,47,47,47,45,51,55,56,57,58,56,56,0,56,56,57,56,57,58,60,0,57,55,58,59,61,56,59,0,56,55,57,60,59,59,58,922,57,59,58,58,65,59,59,932,55,56,58,61,62,58,59,0,54,49,58,59,57,58,58
2026-05-29T14:45:35.212,36,39,45,46,47,45,48,47,46,50,57,58,58,59,57,57,0,55,55,57,58,58,58,60,0,56,55,56,57,61,57,60,898,56,52,57,60,59,59,60,891,57,58,59,58,63,59,60,922,55,53,59,61,56,61,56,0,55,51,57,59,58,59,56
2026-05-29T14:45:35.330,38,40,45,46,48,48,48,49,45,51,53,57,56,60,57,58,0,55,57,57,58,56,59,59,0,57,54,57,60,62,55,59,0,55,52,57,59,56,60,59,925,56,59,62,59,63,58,59,925,54,57,59,62,62,58,61,0,54,50,60,56,58,58,57
