frame_index,reference_timestamp,elapsed_s,tcp_z_m,sensor_z_m,real_valid_zones,sim_valid_zones,real_mean_distance_mm,sim_mean_distance_mm,paired_valid_zones,mae_mm,bias_mm,no_return_iou
52,2026-06-28T15:44:07.785,5.107002258300781,0.27712850043682347,0.18699688851124563,62,64,188.80645161290323,200.015625,62,12.03225806451613,11.258064516129032,0.0
53,2026-06-28T15:44:07.884,5.206001281738281,0.2771285013777695,0.18699688945219167,62,64,189.1451612903226,199.59375,62,11.32258064516129,10.516129032258064,0.0
54,2026-06-28T15:44:08.016,5.3379974365234375,0.27715384364911844,0.1870222317235406,62,64,189.25806451612902,199.9375,62,11.403225806451612,10.790322580645162,0.0
55,2026-06-28T15:44:08.122,5.444000244140625,0.27715034131238575,0.1870187293868079,62,64,189.46774193548387,200.328125,62,11.46774193548387,10.919354838709678,0.0
56,2026-06-28T15:44:08.213,5.534996032714844,0.27714498955115074,0.1870133776255729,62,64,188.79032258064515,199.515625,62,11.612903225806452,10.806451612903226,0.0
57,2026-06-28T15:44:08.315,5.637001037597656,0.27717259672173444,0.1870409847961566,62,64,189.4516129032258,200.046875,62,11.596774193548388,10.629032258064516,0.0
58,2026-06-28T15:44:08.405,5.726997375488281,0.2771561538128906,0.18702454188731277,62,64,189.06451612903226,199.875,62,11.951612903225806,10.790322580645162,0.0
59,2026-06-28T15:44:08.501,5.822998046875,0.2771477536949614,0.18701614176938358,62,64,189.51612903225808,199.78125,62,10.774193548387096,10.290322580645162,0.0
60,2026-06-28T15:44:08.601,5.922996520996094,0.27716185433531887,0.18703024240974103,62,64,189.20967741935485,200.21875,62,11.951612903225806,11.048387096774194,0.0
61,2026-06-28T15:44:08.688,6.010002136230469,0.2778823524997439,0.18775074057416608,62,64,190.1290322580645,202.0625,62,12.838709677419354,11.935483870967742,0.0
62,2026-06-28T15:44:08.780,6.101997375488281,0.2828937674356404,0.19276215551006254,62,64,194.8548387096774,202.0625,62,10.016129032258064,7.209677419354839,0.0
63,2026-06-28T15:44:08.879,6.200996398925781,0.29238393537208884,0.202252323446511,63,64,205.0,215.5,63,11.761904761904763,10.555555555555555,0.0
64,2026-06-28T15:44:08.966,6.288002014160156,0.3012948529442366,0.21116324101865874,63,64,214.76190476190476,225.8125,63,12.666666666666666,11.206349206349206,0.0
65,2026-06-28T15:44:09.064,6.3860015869140625,0.3064189311648447,0.21628731923926686,63,64,219.71428571428572,231.640625,63,12.936507936507937,12.047619047619047,0.0
66,2026-06-28T15:44:09.199,6.52099609375,0.30702221373359795,0.2168906018080201,63,64,220.26984126984127,232.703125,63,13.952380952380953,12.555555555555555,0.0
67,2026-06-28T15:44:09.284,6.605995178222656,0.3070386847330778,0.2169070728075,63,64,219.68253968253967,232.6875,63,13.88888888888889,13.063492063492063,0.0
68,2026-06-28T15:44:09.370,6.6920013427734375,0.307048602342886,0.21691699041730816,63,64,220.36507936507937,231.953125,63,13.555555555555555,11.841269841269842,0.0
69,2026-06-28T15:44:09.472,6.793998718261719,0.30716574134800967,0.21703412942243183,63,64,219.96825396825398,231.796875,63,12.793650793650794,12.0,0.0
70,2026-06-28T15:44:09.562,6.883995056152344,0.3071726423254786,0.21704103039990075,63,64,220.015873015873,232.625,63,13.873015873015873,12.761904761904763,0.0
71,2026-06-28T15:44:09.654,6.9759979248046875,0.30718817384978153,0.2170565619242037,63,64,220.0,232.515625,63,13.412698412698413,12.65079365079365,0.0
72,2026-06-28T15:44:09.756,7.077995300292969,0.3071643274874893,0.21703271556191145,63,64,220.3968253968254,231.953125,63,12.968253968253968,11.761904761904763,0.0
73,2026-06-28T15:44:09.852,7.1739959716796875,0.3071706178782281,0.21703900595265024,63,64,220.55555555555554,232.34375,63,12.952380952380953,11.841269841269842,0.0
74,2026-06-28T15:44:09.949,7.27099609375,0.30717568180404325,0.21704406987846542,63,64,219.68253968253967,231.078125,63,12.873015873015873,11.571428571428571,0.0
75,2026-06-28T15:44:10.057,7.378997802734375,0.30718475446717286,0.21705314254159502,63,64,220.5079365079365,231.390625,63,12.015873015873016,10.968253968253968,0.0
76,2026-06-28T15:44:10.147,7.469001770019531,0.30716633124852555,0.2170347193229477,63,64,220.06349206349208,232.03125,63,13.507936507936508,12.142857142857142,0.0
77,2026-06-28T15:44:10.255,7.576995849609375,0.30716658813796455,0.2170349762123867,63,64,220.1904761904762,232.390625,63,14.031746031746032,12.253968253968255,0.0
78,2026-06-28T15:44:10.342,7.66400146484375,0.3072015289666354,0.21706991704105755,63,64,220.28571428571428,231.8125,63,12.444444444444445,11.587301587301587,0.0
79,2026-06-28T15:44:10.447,7.7689971923828125,0.30720206931258554,0.2170704573870077,63,64,220.38095238095238,232.4375,63,13.19047619047619,12.079365079365079,0.0
80,2026-06-28T15:44:10.540,7.86199951171875,0.30720920712666455,0.21707759520108671,63,64,220.5079365079365,232.25,63,13.095238095238095,11.825396825396826,0.0
